PeriodeAttente,Region,Delais_d'attente,Chirurgie_generale,Chirurgie_orthopedique,Chirurgie_plastique,Chirurgie_vasculaire,Neurochirurgie,Obstetrique_et_gynecologie,Ophtalmologie,ORL_chirurgie_cervico-faciale,Urologie,Autres,Total
2021-P12,RSS08,Plus d'1 an,24,127,0,0,0,5,0,0,0,7,163
2021-P12,RSS09,0 à 6 mois,184,158,25,0,0,70,153,56,9,139,794
2021-P12,RSS09,6 à 12 mois,28,8,20,0,0,13,7,1,1,31,109
2021-P12,RSS09,Plus d'1 an,12,3,0,0,0,2,1,1,1,7,27
2021-P12,RSS10,0 à 6 mois,45,0,0,0,0,16,0,12,0,1,74
2021-P12,RSS10,6 à 12 mois,2,0,0,0,0,5,0,0,0,0,7
2021-P12,RSS11,0 à 6 mois,163,226,3,0,0,46,190,54,11,56,749
2021-P12,RSS11,6 à 12 mois,29,17,0,0,0,2,1,8,3,2,62
2021-P12,RSS11,Plus d'1 an,8,1,0,0,0,0,1,1,0,2,13
2021-P12,RSS12,0 à 6 mois,739,1486,222,0,0,364,1266,369,352,405,5203
2021-P12,RSS12,6 à 12 mois,261,183,117,0,0,63,466,79,73,164,1406
2021-P12,RSS12,Plus d'1 an,197,61,103,0,0,23,146,69,25,27,651
2021-P12,RSS13,0 à 6 mois,491,721,107,92,0,183,474,320,181,6,2575
2021-P12,RSS13,6 à 12 mois,92,213,24,13,0,57,54,88,19,10,570
2021-P12,RSS13,Plus d'1 an,94,283,59,10,0,65,16,45,4,8,584
2021-P12,RSS14,0 à 6 mois,1284,879,173,62,0,315,1306,613,369,66,5067
2021-P12,RSS14,6 à 12 mois,458,370,92,33,0,46,478,265,185,24,1951
2021-P12,RSS14,Plus d'1 an,316,413,206,36,0,33,434,284,67,19,1808
2021-P12,RSS15,0 à 6 mois,1454,2205,236,91,0,618,1145,307,313,212,6581
2021-P12,RSS15,6 à 12 mois,385,899,61,22,0,123,69,64,123,23,1769
2021-P12,RSS15,Plus d'1 an,382,353,221,18,0,66,14,48,171,49,1322
2021-P12,RSS16,0 à 6 mois,2308,3510,461,43,69,851,3076,1028,705,185,12236
2021-P12,RSS16,6 à 12 mois,636,1555,201,9,37,198,1013,268,166,27,4110
2021-P12,RSS16,Plus d'1 an,527,1340,168,11,64,137,422,308,138,36,3151
2021-P13,RSS01,0 à 6 mois,412,732,0,0,0,110,618,77,218,197,2364
2021-P13,RSS01,6 à 12 mois,43,146,0,0,0,14,27,20,24,15,289
2021-P13,RSS01,Plus d'1 an,136,1,0,0,0,2,34,1,0,10,184
2021-P13,RSS02,0 à 6 mois,608,784,222,47,77,343,1233,253,372,242,4181
2021-P13,RSS02,6 à 12 mois,317,371,46,23,26,142,116,90,153,23,1307
2021-P13,RSS02,Plus d'1 an,154,104,88,25,40,37,48,22,136,25,679
2021-P13,RSS03,0 à 6 mois,1866,2764,194,82,280,640,2230,1825,791,483,11155
2021-P13,RSS03,6 à 12 mois,264,561,130,4,94,94,74,111,71,94,1497
2021-P13,RSS03,Plus d'1 an,79,57,263,0,17,13,8,0,7,18,462
2021-P13,RSS04,0 à 6 mois,1137,1124,79,59,109,515,1500,359,519,345,5746
2021-P13,RSS04,6 à 12 mois,297,251,64,15,9,66,368,27,121,60,1278
2021-P13,RSS04,Plus d'1 an,26,36,73,1,8,2,53,3,43,44,289
2021-P13,RSS05,0 à 6 mois,1352,1865,660,42,230,793,2218,672,375,337,8544
2021-P13,RSS05,6 à 12 mois,458,379,373,3,51,224,372,159,107,58,2184
2021-P13,RSS05,Plus d'1 an,195,136,43,0,24,84,97,119,120,63,881
2021-P13,RSS06,0 à 6 mois,5248,5256,2729,262,437,2278,8579,2496,1847,1184,30316
2021-P13,RSS06,6 à 12 mois,1649,2306,1072,24,111,661,1511,687,493,280,8794
2021-P13,RSS06,Plus d'1 an,1268,1657,1128,25,133,268,1407,738,461,185,7270
2021-P13,RSS07,0 à 6 mois,738,631,132,36,41,357,2195,383,122,118,4753
2021-P13,RSS07,6 à 12 mois,249,257,62,11,46,232,544,92,80,116,1689
2021-P13,RSS07,Plus d'1 an,184,535,101,11,154,70,128,104,108,94,1489
2021-P13,RSS08,0 à 6 mois,286,395,13,0,0,158,471,33,135,57,1548
2021-P13,RSS08,6 à 12 mois,30,131,4,0,0,9,11,1,20,6,212
2021-P13,RSS08,Plus d'1 an,19,118,0,0,0,6,1,0,1,7,152
2021-P13,RSS09,0 à 6 mois,164,160,25,0,0,70,148,46,13,132,758
2021-P13,RSS09,6 à 12 mois,22,14,20,0,0,13,7,1,0,35,112
2021-P13,RSS09,Plus d'1 an,15,3,0,0,0,1,1,1,0,10,31
2021-P13,RSS10,0 à 6 mois,44,0,0,0,0,17,0,12,0,2,75
2021-P13,RSS10,6 à 12 mois,0,0,0,0,0,2,0,0,0,0,2
2021-P13,RSS11,0 à 6 mois,176,173,3,0,0,39,210,57,13,55,726
2021-P13,RSS11,6 à 12 mois,24,27,1,0,0,1,2,7,1,5,68
2021-P13,RSS11,Plus d'1 an,10,1,0,0,0,0,0,3,0,2,16
2021-P13,RSS12,0 à 6 mois,715,1485,222,0,0,338,1534,405,391,355,5445
2021-P13,RSS12,6 à 12 mois,281,174,121,0,0,71,430,85,93,172,1427
2021-P13,RSS12,Plus d'1 an,198,57,102,0,0,22,104,68,27,27,605
2021-P13,RSS13,0 à 6 mois,536,677,113,97,0,192,447,319,181,5,2567
2021-P13,RSS13,6 à 12 mois,94,277,25,13,0,66,42,75,26,9,627
2021-P13,RSS13,Plus d'1 an,99,261,45,9,0,62,14,34,4,8,536
2021-P13,RSS14,0 à 6 mois,1247,787,188,64,0,329,1483,574,373,71,5116
2021-P13,RSS14,6 à 12 mois,491,452,74,32,0,60,414,273,208,17,2021
2021-P13,RSS14,Plus d'1 an,355,425,223,41,0,38,420,299,71,24,1896
2021-P13,RSS15,0 à 6 mois,1441,2296,265,78,0,548,964,295,313,224,6424
2021-P13,RSS15,6 à 12 mois,446,999,74,24,0,127,67,66,105,20,1928
2021-P13,RSS15,Plus d'1 an,393,369,199,17,0,76,7,51,188,42,1342
2021-P13,RSS16,0 à 6 mois,2355,3480,456,37,53,794,3170,1035,735,163,12278
2021-P13,RSS16,6 à 12 mois,759,1658,228,9,41,209,1053,297,186,27,4467
2021-P13,RSS16,Plus d'1 an,518,1397,153,11,58,154,384,268,128,27,3098
2122-P01,RSS01,0 à 6 mois,428,733,0,0,0,134,620,69,262,218,2464
2122-P01,RSS01,6 à 12 mois,75,175,0,0,0,14,25,23,29,13,354
2122-P01,RSS01,Plus d'1 an,136,0,0,0,0,3,38,2,1,10,190
2122-P01,RSS02,0 à 6 mois,661,771,214,39,68,312,1129,222,358,231,4005
2122-P01,RSS02,6 à 12 mois,318,341,52,25,37,146,80,94,181,28,1302
2122-P01,RSS02,Plus d'1 an,145,97,81,20,36,38,28,22,126,27,620
2122-P01,RSS03,0 à 6 mois,1878,2785,208,88,277,620,2339,1867,769,527,11358
2122-P01,RSS03,6 à 12 mois,225,569,123,12,93,91,91,142,53,109,1508
2122-P01,RSS03,Plus d'1 an,52,57,239,0,16,16,7,1,7,16,411
2122-P01,RSS04,0 à 6 mois,992,1110,82,50,107,492,1369,308,463,349,5322
2122-P01,RSS04,6 à 12 mois,306,231,69,12,8,53,324,35,124,66,1228
2122-P01,RSS04,Plus d'1 an,17,28,67,1,8,0,47,2,51,37,258
2122-P01,RSS05,0 à 6 mois,1218,1808,631,39,250,824,2241,581,370,311,8273
2122-P01,RSS05,6 à 12 mois,478,450,306,1,60,254,466,195,134,69,2413
2122-P01,RSS05,Plus d'1 an,193,124,126,0,19,84,76,109,121,62,914
2122-P01,RSS06,0 à 6 mois,5070,4892,2752,280,459,2197,8405,2451,1884,1107,29497
2122-P01,RSS06,6 à 12 mois,1733,2505,1076,28,109,703,1633,712,486,293,9278
2122-P01,RSS06,Plus d'1 an,1189,1527,1037,25,117,237,1286,603,416,162,6599
2122-P01,RSS07,0 à 6 mois,809,666,140,32,52,330,1953,410,112,149,4653
2122-P01,RSS07,6 à 12 mois,303,298,67,12,50,283,598,138,90,55,1894
2122-P01,RSS07,Plus d'1 an,179,550,102,12,155,77,117,105,112,80,1489
2122-P01,RSS08,0 à 6 mois,284,395,4,0,0,151,549,34,163,51,1631
2122-P01,RSS08,6 à 12 mois,19,105,0,0,0,8,4,1,12,1,150
2122-P01,RSS08,Plus d'1 an,15,98,0,0,0,6,0,0,2,7,128
2122-P01,RSS09,0 à 6 mois,164,162,38,0,0,60,95,47,12,142,720
2122-P01,RSS09,6 à 12 mois,25,7,18,0,0,16,6,2,1,37,112
2122-P01,RSS09,Plus d'1 an,15,1,0,0,0,3,0,1,0,11,31
2122-P01,RSS10,0 à 6 mois,53,0,0,0,0,16,0,8,0,2,79
2122-P01,RSS10,6 à 12 mois,0,0,0,0,0,1,0,0,0,0,1
2122-P01,RSS11,0 à 6 mois,170,179,4,0,0,37,216,58,8,55,727
2122-P01,RSS11,6 à 12 mois,25,19,1,0,0,0,1,5,1,2,54
2122-P01,RSS11,Plus d'1 an,5,1,0,0,0,0,0,0,0,1,7
2122-P01,RSS12,0 à 6 mois,692,1400,230,0,0,312,1516,468,400,240,5258
2122-P01,RSS12,6 à 12 mois,246,162,96,0,0,70,512,75,103,99,1363
2122-P01,RSS12,Plus d'1 an,156,42,98,0,0,17,82,61,31,76,563
2122-P01,RSS13,0 à 6 mois,545,625,92,83,0,168,462,350,214,6,2545
2122-P01,RSS13,6 à 12 mois,106,299,27,20,0,76,29,72,32,8,669
2122-P01,RSS13,Plus d'1 an,98,221,36,8,0,57,14,19,3,7,463
2122-P01,RSS14,0 à 6 mois,1126,733,231,66,0,318,1346,560,392,90,4862
2122-P01,RSS14,6 à 12 mois,491,438,62,32,0,57,400,292,213,18,2003
2122-P01,RSS14,Plus d'1 an,354,388,192,44,0,34,415,282,86,22,1817
2122-P01,RSS15,0 à 6 mois,1466,2153,275,77,0,504,858,270,392,151,6146
2122-P01,RSS15,6 à 12 mois,416,1055,88,25,0,104,61,86,115,13,1963
2122-P01,RSS15,Plus d'1 an,365,327,187,19,0,69,5,51,207,23,1253
2122-P01,RSS16,0 à 6 mois,2355,3286,416,39,56,859,3404,1024,793,196,12428
2122-P01,RSS16,6 à 12 mois,795,1806,255,11,38,220,1195,326,210,29,4885
2122-P01,RSS16,Plus d'1 an,502,1338,123,12,54,142,344,216,122,19,2872
2122-P02,RSS01,0 à 6 mois,403,749,0,0,0,139,566,82,259,225,2423
2122-P02,RSS01,6 à 12 mois,89,197,0,0,0,17,20,26,42,17,408
2122-P02,RSS01,Plus d'1 an,139,2,0,0,0,4,30,3,1,12,191
2122-P02,RSS02,0 à 6 mois,630,824,235,45,91,377,1002,225,381,251,4061
2122-P02,RSS02,6 à 12 mois,289,306,49,22,35,155,56,92,186,34,1224
2122-P02,RSS02,Plus d'1 an,174,86,78,18,34,38,34,20,124,25,631
2122-P02,RSS03,0 à 6 mois,1884,2847,210,64,244,611,2483,1830,772,466,11411
2122-P02,RSS03,6 à 12 mois,240,565,92,14,77,100,100,173,64,100,1525
2122-P02,RSS03,Plus d'1 an,48,41,196,0,21,15,7,1,3,8,340
2122-P02,RSS04,0 à 6 mois,922,1103,88,47,100,485,1388,283,433,346,5195
2122-P02,RSS04,6 à 12 mois,273,232,63,13,9,55,349,37,133,90,1254
2122-P02,RSS04,Plus d'1 an,16,19,59,1,3,1,51,1,56,24,231
2122-P02,RSS05,0 à 6 mois,1143,1636,623,42,234,820,2169,550,333,318,7868
2122-P02,RSS05,6 à 12 mois,519,511,201,1,80,279,550,195,125,62,2523
2122-P02,RSS05,Plus d'1 an,179,107,214,0,18,93,66,88,101,59,925
2122-P02,RSS06,0 à 6 mois,5070,4712,2777,279,432,2191,8120,2481,1809,1154,29025
2122-P02,RSS06,6 à 12 mois,1810,2714,1210,35,122,713,1864,785,475,316,10044
2122-P02,RSS06,Plus d'1 an,1014,1435,956,26,115,220,1193,518,352,158,5987
2122-P02,RSS07,0 à 6 mois,819,724,151,36,53,291,1827,374,107,140,4522
2122-P02,RSS07,6 à 12 mois,351,309,69,12,47,331,674,169,90,61,2113
2122-P02,RSS07,Plus d'1 an,184,556,114,12,157,81,125,107,113,86,1535
2122-P02,RSS08,0 à 6 mois,305,397,8,0,0,144,694,33,158,39,1778
2122-P02,RSS08,6 à 12 mois,23,106,0,0,0,9,10,2,16,4,170
2122-P02,RSS08,Plus d'1 an,10,81,0,0,0,6,0,0,0,1,98
2122-P02,RSS09,0 à 6 mois,144,145,27,0,0,44,126,37,9,168,700
2122-P02,RSS09,6 à 12 mois,29,13,28,0,0,15,9,2,0,38,134
2122-P02,RSS09,Plus d'1 an,12,2,0,0,0,4,0,1,0,13,32
2122-P02,RSS10,0 à 6 mois,53,0,0,0,0,16,0,8,0,1,78
2122-P02,RSS10,6 à 12 mois,0,0,0,0,0,1,0,0,0,0,1
2122-P02,RSS10,Plus d'1 an,0,0,0,0,0,1,0,0,0,0,1
2122-P02,RSS11,0 à 6 mois,148,152,4,0,0,38,143,56,12,51,604
2122-P02,RSS11,6 à 12 mois,18,20,2,0,0,1,0,2,1,2,46
2122-P02,RSS11,Plus d'1 an,4,4,0,0,0,0,0,1,0,1,10
2122-P02,RSS12,0 à 6 mois,637,1274,238,0,0,280,1578,461,379,240,5087
2122-P02,RSS12,6 à 12 mois,238,179,85,0,0,63,425,92,118,73,1273
2122-P02,RSS12,Plus d'1 an,149,37,98,0,0,24,83,63,30,69,553
2122-P02,RSS13,0 à 6 mois,494,581,97,71,0,157,458,385,235,10,2488
2122-P02,RSS13,6 à 12 mois,93,321,26,14,0,78,31,63,29,4,659
2122-P02,RSS13,Plus d'1 an,99,185,28,4,0,53,13,15,5,11,413
2122-P02,RSS14,0 à 6 mois,1042,744,223,72,0,300,1198,542,376,98,4595
2122-P02,RSS14,6 à 12 mois,511,462,63,36,0,75,438,310,201,16,2112
2122-P02,RSS14,Plus d'1 an,326,354,202,41,0,34,515,251,112,22,1857
2122-P02,RSS15,0 à 6 mois,1345,1989,267,69,0,441,831,253,360,129,5684
2122-P02,RSS15,6 à 12 mois,472,1092,106,27,0,108,52,111,124,22,2114
2122-P02,RSS15,Plus d'1 an,363,297,172,20,0,61,3,44,199,23,1182
2122-P02,RSS16,0 à 6 mois,2277,3166,411,46,58,890,3645,1062,793,221,12569
2122-P02,RSS16,6 à 12 mois,782,1837,271,13,41,233,1243,340,239,22,5021
2122-P02,RSS16,Plus d'1 an,494,1260,113,11,57,145,319,197,129,17,2742
2122-P03,RSS01,0 à 6 mois,401,760,0,0,0,163,371,65,280,202,2242
2122-P03,RSS01,6 à 12 mois,100,220,0,0,0,24,15,35,46,15,455
2122-P03,RSS01,Plus d'1 an,140,3,0,0,0,2,31,6,3,6,191
2122-P03,RSS02,0 à 6 mois,605,819,260,46,96,369,873,204,371,237,3880
2122-P03,RSS02,6 à 12 mois,264,315,46,24,36,173,60,109,201,32,1260
2122-P03,RSS02,Plus d'1 an,206,99,79,19,36,42,41,18,132,28,700
2122-P03,RSS03,0 à 6 mois,1782,2857,217,49,226,521,2478,1804,812,454,11200
2122-P03,RSS03,6 à 12 mois,232,636,85,7,74,99,93,173,72,122,1593
2122-P03,RSS03,Plus d'1 an,50,57,201,0,20,9,6,0,4,6,353
2122-P03,RSS04,0 à 6 mois,963,1113,87,52,99,480,1261,294,442,398,5189
2122-P03,RSS04,6 à 12 mois,243,211,21,15,9,46,386,43,134,102,1210
2122-P03,RSS04,Plus d'1 an,29,27,90,1,2,1,61,0,59,23,293
2122-P03,RSS05,0 à 6 mois,1078,1688,615,37,235,776,2126,555,328,293,7731
2122-P03,RSS05,6 à 12 mois,512,487,238,1,89,308,593,175,119,76,2598
2122-P03,RSS05,Plus d'1 an,198,121,194,0,13,96,78,82,73,64,919
2122-P03,RSS06,0 à 6 mois,5075,4692,2845,315,440,2363,8371,2487,1839,1228,29655
2122-P03,RSS06,6 à 12 mois,1702,2746,1126,43,127,697,1969,858,434,318,10020
2122-P03,RSS06,Plus d'1 an,1037,1320,926,24,99,217,1028,453,347,150,5601
2122-P03,RSS07,0 à 6 mois,882,841,147,41,64,260,2028,400,134,175,4972
2122-P03,RSS07,6 à 12 mois,390,319,70,13,36,355,743,213,91,67,2297
2122-P03,RSS07,Plus d'1 an,200,564,119,9,168,117,114,98,110,81,1580
2122-P03,RSS08,0 à 6 mois,287,455,4,0,0,166,698,36,138,42,1826
2122-P03,RSS08,6 à 12 mois,28,107,0,0,0,9,33,2,20,5,204
2122-P03,RSS08,Plus d'1 an,9,70,0,0,0,8,0,0,1,1,89
2122-P03,RSS09,0 à 6 mois,159,115,35,0,0,47,155,64,32,133,740
2122-P03,RSS09,6 à 12 mois,30,11,28,0,0,9,12,1,6,40,137
2122-P03,RSS09,Plus d'1 an,9,2,0,0,0,2,0,0,10,3,26
2122-P03,RSS10,0 à 6 mois,54,0,0,0,0,18,0,8,0,0,80
2122-P03,RSS10,6 à 12 mois,1,0,0,0,0,1,0,0,0,0,2
2122-P03,RSS11,0 à 6 mois,138,198,1,0,0,35,149,46,16,49,632
2122-P03,RSS11,6 à 12 mois,14,28,2,0,0,0,3,1,0,4,52
2122-P03,RSS11,Plus d'1 an,6,6,0,0,0,0,0,1,0,1,14
2122-P03,RSS12,0 à 6 mois,633,1063,229,0,0,297,1412,457,408,284,4783
2122-P03,RSS12,6 à 12 mois,223,166,96,0,0,69,376,103,130,101,1264
2122-P03,RSS12,Plus d'1 an,161,26,99,0,0,26,90,66,39,68,575
2122-P03,RSS13,0 à 6 mois,465,519,96,70,0,152,519,344,227,13,2405
2122-P03,RSS13,6 à 12 mois,100,323,30,15,0,73,24,70,33,3,671
2122-P03,RSS13,Plus d'1 an,84,152,27,5,0,50,14,19,7,11,369
2122-P03,RSS14,0 à 6 mois,1013,805,234,78,0,271,1155,543,382,91,4572
2122-P03,RSS14,6 à 12 mois,537,461,75,33,0,68,496,324,193,25,2212
2122-P03,RSS14,Plus d'1 an,360,356,199,46,0,37,537,268,127,19,1949
2122-P03,RSS15,0 à 6 mois,1278,1896,295,66,0,465,783,258,369,94,5504
2122-P03,RSS15,6 à 12 mois,505,1144,112,32,0,107,35,114,131,24,2204
2122-P03,RSS15,Plus d'1 an,354,278,153,17,0,50,7,44,200,20,1123
2122-P03,RSS16,0 à 6 mois,2280,3304,421,52,59,942,3680,1075,815,266,12894
2122-P03,RSS16,6 à 12 mois,819,1756,260,11,42,235,1281,332,245,38,5019
2122-P03,RSS16,Plus d'1 an,477,1280,127,12,56,147,276,187,124,15,2701
2122-P04,RSS01,0 à 6 mois,429,752,0,0,0,161,393,62,303,124,2224
2122-P04,RSS01,6 à 12 mois,107,232,0,0,0,18,14,46,43,17,477
2122-P04,RSS01,Plus d'1 an,129,12,0,0,0,3,34,5,5,4,192
2122-P04,RSS02,0 à 6 mois,591,853,303,44,95,367,797,198,355,218,3821
2122-P04,RSS02,6 à 12 mois,244,266,52,19,31,135,50,94,193,45,1129
2122-P04,RSS02,Plus d'1 an,216,90,86,24,35,36,27,14,138,24,690
2122-P04,RSS03,0 à 6 mois,1736,2854,240,68,217,512,2309,1828,812,479,11055
2122-P04,RSS03,6 à 12 mois,217,783,79,4,77,105,56,233,95,126,1775
2122-P04,RSS03,Plus d'1 an,33,71,202,0,20,7,4,0,4,8,349
2122-P04,RSS04,0 à 6 mois,895,1085,79,51,96,485,1428,387,401,330,5237
2122-P04,RSS04,6 à 12 mois,238,211,17,23,14,43,346,58,115,103,1168
2122-P04,RSS04,Plus d'1 an,41,26,85,0,1,0,69,0,61,29,312
2122-P04,RSS05,0 à 6 mois,1090,1649,592,32,242,776,2210,541,316,269,7717
2122-P04,RSS05,6 à 12 mois,498,488,262,0,89,328,549,165,106,69,2554
2122-P04,RSS05,Plus d'1 an,228,122,186,0,16,115,109,74,69,69,988
2122-P04,RSS06,0 à 6 mois,5303,4951,2849,309,454,2283,8171,2579,1955,1274,30128
2122-P04,RSS06,6 à 12 mois,1546,2470,1091,53,123,605,1949,899,411,228,9375
2122-P04,RSS06,Plus d'1 an,1065,1282,879,20,88,208,918,399,333,130,5322
2122-P04,RSS07,0 à 6 mois,928,818,128,38,74,220,2087,377,158,87,4915
2122-P04,RSS07,6 à 12 mois,382,346,71,20,27,346,1039,240,84,64,2619
2122-P04,RSS07,Plus d'1 an,229,577,122,8,178,148,118,102,100,83,1665
2122-P04,RSS08,0 à 6 mois,311,441,5,0,0,176,818,27,147,46,1971
2122-P04,RSS08,6 à 12 mois,34,106,0,0,0,13,51,4,29,4,241
2122-P04,RSS08,Plus d'1 an,10,67,0,0,0,8,0,0,1,0,86
2122-P04,RSS09,0 à 6 mois,164,125,35,0,0,41,92,122,35,78,692
2122-P04,RSS09,6 à 12 mois,27,4,28,0,0,7,15,36,8,1,126
2122-P04,RSS09,Plus d'1 an,8,0,0,0,0,1,0,5,10,2,26
2122-P04,RSS10,0 à 6 mois,46,0,0,0,0,18,0,8,0,0,72
2122-P04,RSS10,6 à 12 mois,1,0,0,0,0,2,0,0,0,0,3
2122-P04,RSS11,0 à 6 mois,156,194,1,0,0,37,204,62,12,54,720
2122-P04,RSS11,6 à 12 mois,15,29,1,0,0,1,2,1,0,4,53
2122-P04,RSS11,Plus d'1 an,4,4,0,0,0,0,0,1,0,0,9
2122-P04,RSS12,0 à 6 mois,651,1048,219,0,0,282,1491,464,419,290,4864
2122-P04,RSS12,6 à 12 mois,178,157,107,0,0,49,363,115,119,74,1162
2122-P04,RSS12,Plus d'1 an,149,20,86,0,0,20,76,59,31,54,495
2122-P04,RSS13,0 à 6 mois,546,518,96,75,0,178,582,314,242,10,2561
2122-P04,RSS13,6 à 12 mois,103,287,26,11,0,66,18,89,39,4,643
2122-P04,RSS13,Plus d'1 an,76,160,23,6,0,46,19,15,6,8,359
2122-P04,RSS14,0 à 6 mois,895,800,261,68,0,251,1249,571,386,98,4579
2122-P04,RSS14,6 à 12 mois,504,438,67,31,0,67,562,321,178,20,2188
2122-P04,RSS14,Plus d'1 an,282,328,185,50,0,27,573,267,128,14,1854
2122-P04,RSS15,0 à 6 mois,1163,1850,280,49,0,436,740,250,319,64,5151
2122-P04,RSS15,6 à 12 mois,485,1149,117,27,0,96,38,133,142,31,2218
2122-P04,RSS15,Plus d'1 an,311,286,159,15,0,38,4,43,202,16,1074
2122-P04,RSS16,0 à 6 mois,2224,3358,396,46,67,936,3713,1116,815,236,12907
2122-P04,RSS16,6 à 12 mois,847,1751,229,9,32,201,1249,306,237,34,4895
2122-P04,RSS16,Plus d'1 an,473,1338,142,10,48,136,269,199,136,15,2766
2122-P05,RSS01,0 à 6 mois,440,729,0,0,0,150,504,45,329,90,2287
2122-P05,RSS01,6 à 12 mois,123,271,0,0,0,24,35,43,52,25,573
2122-P05,RSS01,Plus d'1 an,128,15,0,0,0,6,33,8,6,4,200
2122-P05,RSS02,0 à 6 mois,582,790,274,32,90,333,831,171,317,147,3567
2122-P05,RSS02,6 à 12 mois,269,274,64,21,27,137,76,101,214,124,1307
2122-P05,RSS02,Plus d'1 an,218,111,86,21,31,37,35,15,139,24,717
